audio_file,shift,click_times
event.wav,0,"[0.00000,  0.65000,  1.30000,  1.95000,  2.60000,  3.25000,  3.90000,  4.55000,  5.20000,  5.85000,  6.44000,  7.15000,  7.80000,  8.45000,  9.10000,  9.75000, 10.40000, 10.99000, 11.70000, 12.35000, 13.00000, 13.65000, 14.36000, 14.95000, 15.60000, 16.25000, 16.90000, 17.55000, 18.20000, 18.85000, 19.56000, 20.15000, 20.80000, 21.45000, 22.10000, 22.81000, 23.40000, 24.05000, 24.70000, 25.35000, 26.00000, 26.59000, 27.30000, 27.95000, 28.60000, 29.25000, 29.84000, 30.55000, 31.20000, 31.85000, 32.50000, 33.15000, 33.80000, 34.45000, 35.16000, 35.75000, 36.40000, 37.05000, 37.70000, 38.35000, 39.00000, 39.71000, 40.30000, 40.95000, 41.60000, 42.25000, 42.84000, 43.55000, 44.20000, 44.85000, 45.50000,46.15]"
