audio_file,shift,click_times
jitter.wav,0,"[0.00000,  0.65243,  1.30240,  1.94178,  2.60993,  3.25346,  3.89739,  4.54815,  5.19898,  5.84113,  6.50741,  7.16392,  7.82474,  8.45504,  9.09178,  9.75201, 10.38993, 11.04387, 11.69341, 12.34167, 13.00378, 13.63885, 14.30667, 14.95795, 15.61037, 16.24980, 16.90619, 17.56803, 18.20053, 18.84822, 19.51772, 20.12491, 20.79543, 21.47430, 22.09529, 22.74440, 23.38774, 24.05793, 24.67890, 25.34201, 26.00567, 26.64999, 27.30624, 27.95126, 28.60681, 29.23713, 29.90218, 30.53433, 31.20783, 31.84689, 32.50655, 33.14463, 33.80329, 34.46054, 35.08020, 35.73133, 36.38168, 37.05849, 37.70405,38.343]"
