audio_file,shift,click_times
drift.wav,0,"[0.00000,  0.65195,  1.27951,  1.91509,  2.54550,  3.20901,  3.85051,  4.48393,  5.12577,  5.76394,  6.42601,  7.08276,  7.73703,  8.39291,  9.04352,  9.68010, 10.33776, 10.97615, 11.61099, 12.24580, 12.90810, 13.57197, 14.19710, 14.84500, 15.49857, 16.13993, 16.80070, 17.45429, 18.10213, 18.74425, 19.40382, 20.06584, 20.72247, 21.36908, 22.03211, 22.66928, 23.32132, 23.99107, 24.63839, 25.27646, 25.95394, 26.60045, 27.25669, 27.89533, 28.54940, 29.20600, 29.85606, 30.51068, 31.17771, 31.80785, 32.46076, 33.08260, 33.73300, 34.41031, 35.07361, 35.72352, 36.36873, 37.02620, 37.69115,38.3414]"
