audio_file,shift,click_times
metro.wav,0,"[0.00000,  0.65000,  1.30000,  1.95000,  2.60000,  3.25000,  3.90000,  4.55000,  5.20000,  5.85000,  6.50000,  7.15000,  7.80000,  8.45000,  9.10000,  9.75000, 10.40000, 11.05000, 11.70000, 12.35000, 13.00000, 13.65000, 14.30000, 14.95000, 15.60000, 16.25000, 16.90000, 17.55000, 18.20000, 18.85000, 19.50000, 20.15000, 20.80000, 21.45000, 22.10000, 22.75000, 23.40000, 24.05000, 24.70000, 25.35000, 26.00000, 26.65000, 27.30000, 27.95000, 28.60000, 29.25000, 29.90000, 30.55000, 31.20000, 31.85000, 32.50000, 33.15000, 33.80000, 34.45000, 35.10000, 35.75000, 36.40000, 37.05000, 37.70000,38.35]"
