audio_file,shift,click_times
phase.wav,0,"[0.00000,  0.65000,  1.30000,  1.95000,  2.60000,  3.25000,  3.90000,  4.55000,  5.20000,  5.85000,  6.44000,  7.09000,  7.74000,  8.39000,  9.04000,  9.69000, 10.28000, 10.93000, 11.58000, 12.23000, 12.88000, 13.53000, 14.18000, 14.83000, 15.54000, 16.19000, 16.84000, 17.49000, 18.14000, 18.79000, 19.50000, 20.15000, 20.80000, 21.45000, 22.10000, 22.75000, 23.46000, 24.11000, 24.76000, 25.41000, 26.06000, 26.65000, 27.30000, 27.95000, 28.60000, 29.25000, 29.90000, 30.49000, 31.14000, 31.79000, 32.44000, 33.09000, 33.74000, 34.45000, 35.10000, 35.75000, 36.40000, 37.05000, 37.70000, 38.35000, 39.00000, 39.71000, 40.36000, 41.01000, 41.66000, 42.31000, 42.90000, 43.55000, 44.20000, 44.85000,45.5]"
